title,page_id,char_count,word_count,sentence_count,syllable_count,complex_word_count,ARI,CLI,FRE,FKG,GFI,LIX,SMOG,section_count,subsection_count,paragraph_count,mean_section_size,mean_paragraph_size,longest_section_size,shortest_section_size,abstract_size,abstract_text_ratio,citation_count,citation_per_text,external_link_count,internal_link_count,link_per_text,image_count,image_per_text,infobox,mean_sentence_size,largest_sentence_size,shortest_sentence_size,question_count,exclamation_count,pronoun_start_count,pronoun_start_count_sentence_ratio,article_age_days,num_edits,num_editors,num_registered_editors,num_anonymous_editors,num_occasional_editors,review_per_day,review_per_user,revert_count,discussion_count,quality
Smilodon,169071,43392,7741,239,10678,1021,13.6,12.24,59.13,10.1,10.93,51.5,13.1,8,9,40,5126.75,1086.425,20895,3546,2746,0.06328355457227139,142,0.0032724926253687317,1,315,0.007282448377581121,34,0.0007835545722713864,0,180.55648535564853,520,32,0,0,4,0.016736401673640166,7835,3613,1476,721,755,1255,0.46113592852584556,2.4478319783197833,608,519,1
Morihei Ueshiba,20069,29458,5532,173,7370,604,14.9,11.84,55.58,11.5,12.37,55.78,13.0,9,0,50,3083.777777777778,589.88,5714,168,1942,0.06592436689524069,118,0.004005703034829248,0,161,0.0054654083780297374,4,0.00013578654355353385,1,169.5722543352601,739,38,0,0,24,0.13872832369942195,8309,1254,488,290,198,423,0.15092068841015766,2.569672131147541,72,138,1
1952 Winter Olympics,143562,21940,4055,144,5285,411,12.8,11.2,59.23,10.1,10.37,45.87,11.8,12,15,37,1668.6666666666667,595.6486486486486,11793,148,2533,0.11545123062898816,130,0.005925250683682771,0,207,0.00943482224247949,17,0.0007748404740200547,1,151.36111111111111,461,24,0,0,2,0.013888888888888888,7908,1058,341,262,79,281,0.13378856853818918,3.102639296187683,45,32,1
Magnavox Odyssey,77262,24584,4494,124,6063,530,16.0,12.02,53.34,12.3,13.0,56.09,13.8,8,1,22,2804.125,1118.7272727272727,8403,775,2275,0.09253986332574032,126,0.005125284738041002,2,105,0.004352424341034819,8,0.0003254149040026033,1,197.26612903225808,637,20,1,0,0,0.0,7974,1589,727,391,336,639,0.19927263606721846,2.185694635488308,310,88,1
William IV,43271,37680,7099,221,9216,763,14.4,11.49,55.68,11.4,12.36,53.13,12.9,13,7,56,2809.923076923077,674.25,17842,13,1576,0.04182590233545647,159,0.004219745222929936,4,359,0.009633757961783439,16,0.0004246284501061571,1,169.52488687782807,1401,14,1,2,34,0.15384615384615385,8148,2769,1062,681,381,909,0.3398379970544919,2.6073446327683616,392,383,1
Exmoor,273436,29008,5412,172,7192,559,12.5,10.91,59.23,10.1,10.55,47.94,11.8,15,7,52,1827.8666666666666,559.1730769230769,6349,334,2035,0.07015306122448979,136,0.004688361831218974,4,357,0.01244484280198566,3,0.00010341974627688913,1,167.65697674418604,1041,38,0,0,2,0.011627906976744186,7649,1281,439,300,139,352,0.1674728722708851,2.917995444191344,140,115,1
Don Bradman,87021,72046,13707,434,17629,1213,12.5,10.85,59.33,10.0,10.23,49.42,11.2,18,26,150,3915.8333333333335,481.32,40145,97,2787,0.03868361879910057,392,0.005440968270271771,8,444,0.006273769536129695,23,0.0003192404852455376,1,165.01612903225808,1995,20,6,0,65,0.1497695852534562,8302,4264,1495,805,690,1234,0.5136111780293905,2.8521739130434782,749,651,1
Francis Poulenc,144508,49042,9374,280,11939,938,14.6,11.61,55.88,11.4,12.04,52.8,12.6,6,16,66,7906.833333333333,744.1666666666666,26665,39,2119,0.04320786264834224,239,0.004873373842828596,34,350,0.00783002324538151,14,0.00028546959748786756,0,174.17142857142858,540,2,0,2,48,0.17142857142857143,7905,1269,558,347,211,474,0.1605313092979127,2.274193548387097,110,132,1
Dodo,8420,64716,12099,362,16135,1362,14.1,11.26,55.88,11.4,11.68,51.42,13.0,10,12,86,6241.3,753.6627906976744,12259,3367,2911,0.04498114840224983,183,0.002827739662525496,2,435,0.0067525805055936704,15,0.00023178193955127017,0,177.77624309392266,537,20,0,0,6,0.016574585635359115,8326,6023,2481,1263,1218,2141,0.7233965889983185,2.4276501410721485,1339,823,1
Caesar cipher,48405,9288,1756,45,2311,208,14.3,10.68,54.97,11.7,13.28,51.91,13.7,8,0,24,1075.25,390.5,4301,1817,848,0.0913006029285099,25,0.002691645133505599,4,69,0.007859603789836349,4,0.0004306632213608958,1,204.88888888888889,625,36,0,0,0,0.0,8116,1256,677,341,336,604,0.1547560374568753,1.8552437223042837,286,136,1
Secret of Mana,306470,26894,5101,161,6777,555,13.7,11.03,56.59,11.1,11.76,49.63,12.7,7,8,35,3570.0,769.6285714285714,10150,3508,2202,0.08187699858704543,148,0.0055030861902283035,0,170,0.006321112515802781,3,0.00011154904439651968,1,166.06211180124222,645,15,0,1,3,0.018633540372670808,7610,1590,633,348,285,514,0.20893561103810776,2.5118483412322274,115,174,1
Sesame Street,48064,34274,6195,194,8503,863,14.8,13.11,50.06,11.5,11.52,54.24,13.7,10,10,48,3218.9,715.2708333333334,8251,2325,2421,0.07063663418334598,219,0.006389683141740095,7,185,0.005601913987278987,10,0.0002917663535041139,1,175.70618556701032,535,44,0,0,9,0.04639175257731959,8118,9047,3822,1834,1988,3314,1.1144370534614436,2.3670852956567243,2093,613,1
Electron,9476,56043,9530,308,14347,1640,14.7,13.4,41.9,12.6,11.27,56.31,14.5,9,18,94,5923.111111111111,598.1063829787234,23035,2481,3601,0.06425423335652981,235,0.004193208786110665,3,642,0.011509019859750549,17,0.0003033385079314098,1,180.9707792207792,792,8,0,0,6,0.01948051948051948,8311,5167,2217,1077,1140,1945,0.6217061725424137,2.3306269733874605,1164,946,1
Marjory Stoneman Douglas,287938,37729,7128,255,9562,880,13.0,11.26,59.03,10.1,11.09,50.1,12.8,9,14,67,4055.1111111111113,564.4179104477612,9971,1789,1820,0.048238755334093136,122,0.003233586896021628,18,178,0.005194942882133107,0,0.0,1,146.98039215686273,748,3,4,3,70,0.27450980392156865,7633,950,408,250,158,344,0.12445958338792087,2.3284313725490198,132,79,1
Manitoba,18926,41760,7448,230,10763,1135,13.9,13.29,43.83,11.8,10.43,54.79,13.6,16,11,73,2517.3125,573.2465753424658,9854,557,2051,0.0491139846743295,212,0.005076628352490421,6,542,0.013122605363984675,15,0.00035919540229885057,1,180.5695652173913,895,40,0,0,0,0.0,8370,5572,2125,1066,1060,1797,0.665710872162485,2.6221176470588237,944,423,1
Vannevar Bush,32767,45593,8370,267,11860,1274,13.4,11.84,50.46,11.4,11.6,51.77,13.9,14,9,69,3115.214285714286,661.6521739130435,11212,173,2584,0.05667536683262782,47,0.0010308600004386638,0,362,0.00793981532252758,8,0.0001754655319895598,1,169.81273408239701,833,29,2,1,39,0.14606741573033707,8224,1672,759,490,269,669,0.20330739299610895,2.2028985507246377,182,161,1
Marcian,53739,33629,6050,188,8643,843,15.4,12.77,47.22,12.6,12.9,56.77,14.1,12,8,36,2641.5833333333335,935.6388888888889,20923,23,2354,0.06999910791281334,0,0.0,3,300,0.009010080585209194,6,0.00017841743733087515,1,177.89361702127658,586,2,0,1,18,0.09574468085106383,8068,1173,300,233,67,242,0.14538919186911253,3.91,44,97,1
Asteroid belt,47264,30595,5501,165,7974,887,13.0,12.13,51.78,10.9,10.61,51.17,13.8,10,9,59,2839.9,519.6440677966102,6910,1126,2596,0.08485046576237948,138,0.0045105409380617745,1,238,0.007811733943454813,12,0.0003922209511358065,0,184.4181818181818,542,12,1,0,1,0.006060606060606061,8122,3124,1347,688,659,1179,0.38463432652056145,2.319227913882702,907,267,1
SMS Lützow,300668,23195,4413,150,5660,401,12.1,10.56,59.64,9.9,9.75,45.42,11.3,9,7,26,2428.1111111111113,893.3461538461538,5967,2561,1576,0.06794567794783359,2,8.622547962923044e-05,0,118,0.005087303298124596,7,0.00030178917870230654,1,153.64,484,44,0,0,9,0.06,7617,459,161,125,36,144,0.06025994486018117,2.8509316770186337,32,53,1
Biscayne National Park,176544,47725,8560,297,11922,1090,13.1,12.07,59.84,9.8,10.49,50.69,12.6,10,17,68,4443.7,703.1470588235294,15782,2602,3952,0.08280775275013096,179,0.003750654793085385,2,328,0.006914614981665793,19,0.00039811419591409113,1,159.65993265993265,479,16,0,0,2,0.006734006734006734,7820,990,284,206,78,249,0.1265984654731458,3.4859154929577465,81,42,1
Maniac Mansion,19668,30505,5538,203,7754,787,13.7,12.59,51.28,11.1,10.9,52.34,13.4,8,3,35,3589.125,872.6857142857143,8765,1885,2062,0.06759547615145058,200,0.006556302245533519,4,299,0.009932797901983282,4,0.0001311260449106704,1,149.2807881773399,435,33,0,4,13,0.06403940886699508,8361,1817,668,387,281,582,0.21731850257146273,2.720059880239521,187,458,1
Apollo 7,1773,32197,6117,185,7957,590,13.3,10.91,57.1,10.9,11.51,48.81,12.0,15,4,49,2054.133333333333,658.5714285714286,10987,72,1790,0.05559524179271361,74,0.002298350778022797,1,204,0.0063670528310091,11,0.00034164673727365904,1,172.87567567567567,595,8,0,1,16,0.08648648648648649,8340,1400,581,387,194,498,0.16786570743405277,2.4096385542168677,157,85,1
INS Vikrant (1961),15442,18982,3513,116,4713,445,12.7,11.14,59.33,10.0,10.97,49.02,12.8,13,3,35,1419.5384615384614,543.6,11499,27,838,0.04414708671372879,28,0.001475081656305974,2,215,0.0114318828363713,9,0.0004741333895269202,1,162.64655172413794,763,39,0,0,7,0.0603448275862069,8222,920,338,242,96,272,0.11189491607881294,2.7218934911242605,133,89,1
Sadruddin Aga Khan,227494,16887,2958,93,4248,394,15.5,13.64,48.74,12.0,12.75,55.55,13.6,5,8,31,3287.0,545.9032258064516,11527,763,819,0.04849884526558892,73,0.004322851897909635,1,135,0.008053532302954936,0,0.0,1,180.61290322580646,477,13,0,0,28,0.3010752688172043,7714,585,279,194,85,243,0.07583614207933627,2.096774193548387,49,69,1
Sun,26751,59664,11015,302,15380,1458,13.0,11.2,50.26,11.4,10.81,48.8,13.2,18,21,99,3234.222222222222,604.0,15151,472,2388,0.04002413515687852,324,0.005430410297666935,8,697,0.011816170555108607,29,0.0004860552426924108,1,196.56953642384107,829,36,0,0,1,0.0033112582781456954,8264,9381,3800,2325,1475,3152,1.135164569215876,2.4686842105263156,2343,2834,1
O. G. S. Crawford,266034,39695,7024,198,10365,1061,16.0,13.29,38.45,13.9,13.23,57.52,14.7,8,9,51,4674.0,779.3333333333334,16332,127,2725,0.06864844438846203,6,0.00015115253810303565,0,272,0.006852248394004282,5,0.00012596044841919638,1,199.4848484848485,944,32,0,0,43,0.21717171717171718,7656,669,136,114,22,111,0.08738244514106583,4.919117647058823,106,37,1
Isis,37753,60261,11139,329,15103,1270,14.4,11.44,55.58,11.5,11.89,51.66,13.1,24,26,82,2425.5833333333335,736.829268292683,14498,1093,2996,0.04971706410447885,49,0.0008131295531106354,0,433,0.007185410132589901,17,0.0002821061714873633,1,181.75379939209728,561,38,0,0,33,0.10030395136778116,8179,4406,2058,945,1114,1793,0.538696662183641,2.140913508260447,997,438,1
Francis Walsingham,51106,26239,4706,146,6589,675,15.1,13.0,48.23,12.2,12.71,56.69,14.1,10,3,32,2513.3,821.125,7795,17,1402,0.05343191432600328,170,0.006478905446091696,2,208,0.008003353786348566,4,0.00015244483402568695,1,178.72602739726028,502,31,0,0,27,0.18493150684931506,8093,957,477,294,183,413,0.118250339799827,2.006289308176101,153,112,1
Thorium,30044,64029,11202,306,16458,1913,15.2,13.0,40.48,13.1,11.76,55.94,15.1,17,27,94,3691.4117647058824,683.8191489361702,12430,1482,2397,0.037436161739211916,204,0.0031860563182308016,4,538,0.00846491433569164,13,0.0002030330006715707,1,208.2516339869281,2316,30,0,0,6,0.0196078431372549,8442,3644,1304,732,572,1119,0.431651267472163,2.794478527607362,483,345,1
The Fifth Element,143809,29151,5500,183,7207,590,13.1,11.08,58.52,10.3,11.24,49.39,12.2,14,12,49,1987.4285714285713,596.3469387755102,10367,12,1791,0.061438715652979314,130,0.004459538266268739,1,361,0.01241809886453295,2,6.860828101951906e-05,1,158.33333333333334,604,7,1,0,15,0.08196721311475409,7907,4648,1993,944,1050,1732,0.5878335651953965,2.3321625689914702,616,427,1
Hey Jude,155452,39167,7856,216,9652,751,14.6,10.8,54.86,11.7,12.18,51.52,12.8,18,5,56,2061.0555555555557,700.7321428571429,8006,14,2637,0.06732708657798657,105,0.0026808282482702274,1,383,0.00980417187938826,4,0.00010212679041029438,1,180.40277777777777,736,14,2,6,14,0.06481481481481481,7874,3670,1592,817,775,1382,0.46609093218186437,2.3052763819095476,715,491,1
Metroid Prime,292736,20134,3636,108,4889,433,14.7,12.54,56.89,11.0,11.86,53.9,13.1,9,5,32,2075.8888888888887,630.5,5345,1083,1682,0.08354028012317473,154,0.007648753352537996,0,266,0.01321148306347472,2,9.933445912387007e-05,1,185.4351851851852,781,7,0,2,0,0.0,7628,2832,1274,637,637,1066,0.37126376507603565,2.2229199372056514,292,231,1
Dungeons & Dragons,7940,53978,10156,286,13616,1274,15.2,12.6,48.03,12.3,12.02,56.16,13.7,19,15,66,2698.842105263158,819.0454545454545,14735,726,3338,0.06184000889251176,352,0.006521175293638149,2,426,0.007929156322946386,4,7.410426470043351e-05,1,187.76923076923077,964,7,1,2,4,0.013986013986013986,8302,7751,3360,1614,1747,2930,0.933630450493857,2.3068452380952382,2124,746,1
Master of Puppets,18756,26278,4901,170,6619,540,13.9,11.89,58.32,10.4,11.54,50.8,12.5,11,3,50,2259.909090909091,526.68,6071,14,1782,0.06781338001369967,161,0.006126798082045818,6,289,0.01122612070933861,1,3.8054646472334275e-05,1,153.64117647058825,1261,8,1,4,1,0.0058823529411764705,8536,4115,1918,835,1083,1668,0.4820759137769447,2.145464025026069,724,220,1
Nancy Cartwright,113158,17930,3409,116,4339,348,13.2,11.43,59.23,10.1,10.75,49.05,12.0,15,15,26,1091.4,692.2307692307693,12167,14,2000,0.11154489682097044,121,0.006748466257668712,0,363,0.020245398773006136,3,0.00016731734523145567,1,153.56034482758622,467,15,0,6,24,0.20689655172413793,7923,2561,1281,647,634,1118,0.32323614792376626,1.9992193598750976,412,233,1
Telescopium,30664,11436,2073,69,2859,245,10.6,10.79,63.29,8.5,9.07,43.4,11.4,6,2,14,1716.8333333333333,818.5714285714286,7793,736,1251,0.10939139559286463,0,0.0,0,166,0.014515564882826163,5,0.0004372158097236796,1,164.7391304347826,599,35,0,0,1,0.014492753623188406,8320,531,219,177,42,191,0.06382211538461538,2.4246575342465753,25,38,1
Wulfhere of Mercia,145321,21396,4021,124,5311,391,13.8,11.49,57.1,10.9,11.21,52.72,12.1,12,2,35,1683.9166666666667,612.3428571428572,2944,1180,1502,0.07020003739016639,87,0.004066180594503646,1,168,0.007898672649093288,5,0.00023368853991400263,1,171.34677419354838,494,36,0,0,18,0.14516129032258066,7902,402,148,124,24,127,0.05087319665907365,2.7162162162162162,20,66,1
Laika,18739,13306,2480,80,3359,305,13.2,11.37,58.72,10.3,11.74,50.26,12.7,10,0,27,1190.9,493.74074074074076,2554,1090,1550,0.11648880204419058,5,0.00037577032917480833,2,95,0.007289944385991282,2,0.00015030813166992335,1,165.375,483,43,0,0,7,0.0875,8189,3077,1521,842,679,1322,0.375747954573208,2.023011176857331,583,423,1
Alan Shepard,63727,38332,7282,255,9607,806,11.6,10.68,60.75,9.5,10.2,46.82,11.8,9,4,51,4088.777777777778,752.5294117647059,17687,1753,1836,0.04789731816758844,98,0.002556610664718773,0,378,0.009861212563915266,15,0.00039131795888552645,1,149.3372549019608,713,24,1,0,63,0.24705882352941178,8011,2789,1282,710,572,1103,0.34814629883909626,2.1755070202808113,503,219,1
A Vindication of the Rights of Woman,2834,33055,5976,161,8444,833,16.9,13.18,44.98,13.5,14.03,57.62,14.8,10,8,41,3078.0,807.2682926829268,17252,1428,2545,0.07699289063681743,102,0.0030857661473302073,3,110,0.0034185448494932686,5,0.00015126304643775526,1,204.32919254658384,586,1,2,2,25,0.15527950310559005,8238,1135,470,290,180,418,0.1377761592619568,2.4148936170212765,169,122,1
Earth,9228,55953,10236,317,14322,1397,12.6,11.95,53.1,10.3,10.01,49.0,12.7,14,21,91,3805.5714285714284,616.2307692307693,13511,2209,3612,0.06455417940056833,345,0.0061658892284596,2,779,0.01395814344181724,28,0.0005004199953532429,1,175.5141955835962,714,27,1,0,0,0.0,8270,14526,5313,3176,2137,4413,1.7564691656590086,2.7340485601355167,3205,4708,1
William Shakespeare,32897,42291,7888,256,10265,778,14.5,12.24,57.61,10.7,11.39,52.87,12.6,9,16,53,4460.222222222223,799.6037735849056,11496,2700,2629,0.062164526731455866,16,0.0003783310869925043,23,471,0.01168097231089357,16,0.0003783310869925043,1,164.23046875,711,4,1,0,32,0.125,8292,13521,4401,2526,1875,3551,1.6306078147612155,3.0722563053851397,3028,7634,1
William de Corbeil,155816,13684,2548,74,3390,300,14.9,11.49,54.56,11.9,12.95,55.84,13.5,8,0,16,1535.625,856.5,4374,1267,1539,0.11246711487869045,68,0.004969307220111079,0,97,0.0070885705933937445,0,0.0,1,183.93243243243242,478,52,0,0,10,0.13513513513513514,7872,544,137,107,30,117,0.06910569105691057,3.9708029197080292,21,45,1
Phil Hartman,100840,28731,5622,199,7134,539,12.3,10.68,59.74,9.9,10.27,47.63,11.6,10,11,49,2734.6,587.6938775510204,12620,15,1875,0.06526051999582333,223,0.007761651178169921,2,392,0.013713410601789008,2,6.961122132887822e-05,1,143.39698492462313,460,11,0,0,43,0.21608040201005024,7934,3630,1925,869,1056,1708,0.45752457776657424,1.8857142857142857,336,177,1
Huey Long,102446,48863,8923,339,12395,1250,12.8,12.41,53.51,10.2,10.45,50.13,12.8,11,23,76,4233.454545454545,644.4605263157895,13882,344,3226,0.0660213249288828,366,0.007490330106624645,0,582,0.011910852792501484,12,0.0002455845936598244,1,143.17109144542772,493,6,1,2,52,0.15339233038348082,7931,6840,2180,1097,1083,1854,0.862438532341445,3.1376146788990824,807,501,1
William Gibson,33119,42395,7837,192,10876,1103,17.3,13.06,44.58,13.6,14.23,59.63,15.2,10,15,65,4088.7,653.5846153846154,11689,22,2423,0.05715296615166883,277,0.00653378936195306,3,550,0.013043991036678854,10,0.00023587687227267368,1,219.859375,646,5,4,0,34,0.17708333333333334,8305,2469,957,606,351,828,0.29729078868151715,2.579937304075235,223,474,1
Ranavalona I,156883,33316,5656,146,8589,966,18.4,14.16,34.8,15.3,15.06,62.53,16.1,9,9,40,3472.6666666666665,834.075,9477,1597,2411,0.07236763116820746,90,0.002701404730459839,0,96,0.0028814983791571615,8,0.00024012486492976348,1,227.13698630136986,721,37,0,0,17,0.11643835616438356,7869,839,293,197,96,252,0.10662091752446308,2.863481228668942,69,97,1
Titania (moon),219664,18204,3309,109,4739,493,13.7,12.07,50.26,11.4,11.48,53.71,13.9,11,0,27,1500.090909090909,675.2592592592592,4096,1623,1905,0.10464733025708635,115,0.006317292902658756,3,209,0.011645792133597012,4,0.00021973192704900023,1,166.0091743119266,391,47,0,0,1,0.009174311926605505,8292,852,379,280,99,328,0.10274963820549927,2.2480211081794197,85,73,1
Remain in Light,309803,25453,4813,144,6278,492,15.2,12.02,55.47,11.5,12.54,53.08,12.7,15,1,65,1593.6666666666667,392.2923076923077,5150,14,1893,0.07437237260833693,123,0.004832436255058343,1,344,0.013554394373944132,4,0.00015715239853848268,1,175.8125,1368,5,1,0,6,0.041666666666666664,7605,2025,564,323,241,493,0.26627218934911245,3.5904255319148937,174,184,1
Raiders of the Lost Ark,54166,68979,12841,439,17094,1460,12.8,11.37,59.43,10.0,10.64,49.02,12.3,12,24,97,5604.166666666667,712.2886597938144,20131,1278,2525,0.036605343655315384,570,0.008263384508328623,1,508,0.007379057394279419,12,0.0001739659896490236,1,156.12984054669704,681,37,1,1,34,0.0774487471526196,8065,6039,2469,1157,1313,2084,0.7487910725356478,2.445929526123937,841,394,1
Neil Armstrong,21247,66615,12684,422,16466,1272,12.4,10.62,59.03,10.1,10.4,47.43,11.8,21,14,94,3055.285714285714,709.7127659574468,8330,863,3124,0.046896344667117014,170,0.002551977782781656,2,524,0.00789611949260677,26,0.0003903024844254297,1,156.86729857819904,855,14,0,2,86,0.2037914691943128,8290,8147,3519,1962,1557,2927,0.9827503015681543,2.31514634839443,1952,1687,1
Dark Angel (American TV series),45929,33794,6382,197,8532,732,13.6,11.38,57.4,10.8,11.65,50.21,12.9,9,8,42,3579.5555555555557,805.9047619047619,10887,1443,1948,0.05764336864532166,80,0.0023672841332780968,0,290,0.0085814049831331,3,8.877315499792862e-05,1,170.5482233502538,635,3,0,3,17,0.08629441624365482,8130,2569,958,503,456,829,0.315990159901599,2.6816283924843423,268,148,1
Armenian genocide,140376,46546,7867,260,12217,1405,16.2,14.63,40.18,13.2,12.39,60.12,15.2,14,21,55,3199.714285714286,848.1272727272727,13876,1284,2524,0.0542259270399175,3,6.445236969879259e-05,1,332,0.007154213036565978,20,0.00042968246465861727,1,178.01923076923077,518,34,0,0,0,0.0,7916,11745,2672,1865,807,1954,1.4837038908539666,4.395583832335329,1685,13799,1
