,title,page_id,article_age_days,num_edits,num_editors,num_registered_editors,num_anonymous_editors,num_occasional_editors,revert_count,discussion_count,quality
4303,"Ferguson Township, Centre County, Pennsylvania",131763,7918,132,83,64,19,74,11,8,Start
4304,Cyprinus,229022,7712,134,80,71,9,69,0,5,Start
4305,"Madison, Georgia",110275,7924,466,223,157,67,195,24,5,Start
4306,"Mashpee Neck, Massachusetts",116652,7921,48,37,37,0,35,0,7,Start
4307,"Harwood Heights, Illinois",110989,7923,241,130,97,33,110,28,20,Start
4308,Turkology,286347,7636,480,199,149,50,170,13,15,Start
4309,"Saddle Rock, New York",126786,7919,129,78,67,11,67,2,21,Start
4310,"Fontenelle, Wyoming",140138,7916,80,60,56,4,55,4,6,Start
4311,Johann Gottfried Eichhorn,181130,7810,123,82,59,23,73,2,9,Start
4312,"Cross Timber, Texas",136223,7917,85,57,55,2,51,1,5,Start
4313,"Cimarron, New Mexico",125857,7919,301,138,110,28,118,6,70,Start
4314,"Greenwood Township, Oscoda County, Michigan",118889,7921,57,36,35,1,32,1,6,Start
4315,Anthony Franciosa,161492,7856,508,290,208,82,247,14,18,Start
4316,"Chandler, Minnesota",120920,7920,131,75,67,8,63,3,4,Start
4317,"Walla Walla County, Washington",91060,7947,232,157,122,35,142,11,12,Start
4318,"Lake Hamilton, Arkansas",106993,7924,74,51,49,2,46,2,6,Start
4319,"Midvale, Idaho",110789,7923,127,78,73,5,70,7,11,Start
4320,Howard Fast,197050,7775,471,280,186,94,238,20,22,Start
4321,Shout at the Devil,196098,7777,948,524,261,263,454,142,36,Start
4322,Pita,82789,7963,2013,1133,569,564,989,389,180,Start
4323,"Mosheim, Tennessee",135196,7917,181,82,62,20,68,14,10,Start
4324,"Slatina, Croatia",149292,7891,125,81,62,19,75,9,10,Start
4325,"Northfield, Massachusetts",259425,7666,249,157,122,35,135,19,18,Start
4326,Line matrix printer,50682,8097,71,47,36,11,44,2,6,Start
4327,"Riegelsville, Pennsylvania",131552,7918,168,88,75,13,71,6,9,Start
4328,Bahamasair,167910,7839,788,326,172,154,247,32,16,Start
4329,Isère,90499,7948,294,179,131,48,155,6,6,Start
4330,Marketing management,241637,7692,908,537,271,266,488,187,57,Start
4331,Tildonk,162649,7852,48,41,38,3,39,2,5,Start
4332,"Lyford South, Texas",136801,7917,58,42,41,1,38,1,4,Start
4333,"Santee, South Carolina",134633,7917,145,94,80,14,79,3,6,Start
4334,Scouting in Wyoming,102988,7929,96,44,38,6,38,1,15,Start
4335,"Eminence, Missouri",123120,7920,152,91,70,21,78,8,12,Start
4336,Telecommunications in Slovakia,27333,8432,113,69,57,12,61,5,8,Start
4337,"Sweden, Maine",116094,7921,104,65,58,7,55,5,6,Start
4338,Automated Mathematician,253279,7673,62,45,29,16,43,0,6,Start
4339,"Manning, Iowa",112838,7923,164,97,84,13,82,7,19,Start
4340,"Keota, Iowa",113956,7921,300,147,116,31,117,63,12,Start
4341,Jean Baptiste Massillon,196692,7776,107,79,68,11,73,2,13,Start
4342,"Antrim County, Michigan",95121,7943,263,140,123,17,123,4,9,Start
4343,"Dupont, Ohio",129758,7918,83,52,50,2,44,3,8,Start
4344,"Ladd, Illinois",110838,7923,141,93,78,15,82,11,7,Start
4345,"Geary County, Kansas",95720,7942,230,113,106,7,94,6,13,Start
4346,"Quail, Texas",135710,7917,70,49,45,4,45,3,5,Start
4347,"Iron Post, Oklahoma",130364,7918,53,38,38,0,36,0,10,Start
4348,"Lutz, Florida",109238,7924,399,232,132,100,195,44,16,Start
4349,Princess Marina of Greece and Denmark,282963,7640,886,394,251,143,334,31,62,Start
4350,"Lodi, Ohio",129596,7918,269,151,101,50,129,27,15,Start
4351,Communications in Hong Kong,13410,8456,199,124,93,31,111,6,8,Start
4352,The Sword in the Stone (novel),183363,7804,625,385,196,189,338,102,40,Start
4353,Larry Shields,174115,7825,123,72,59,13,66,9,11,Start
4354,Alexander Campbell Fraser,206357,7754,113,60,54,6,52,1,14,Start
4355,"McEwen, Tennessee",135246,7917,118,74,58,16,66,10,11,Start
4356,"Boyne Valley Township, Michigan",117259,7921,68,37,36,1,32,0,7,Start
4357,"Gruetli-Laager, Tennessee",135201,7917,112,63,58,5,54,4,9,Start
4358,"Reminderville, Ohio",129859,7918,124,86,72,14,77,17,7,Start
4359,"White Oak, Maryland",116499,7921,183,104,84,20,87,7,3,Start
4360,"Rail Prairie Township, Morrison County, Minnesota",120868,7920,40,31,30,1,28,0,7,Start
4361,"Marine on St. Croix, Minnesota",122055,7920,125,79,70,9,68,4,10,Start
4362,The Datsuns,66886,8017,361,239,129,110,217,22,18,Start
4363,Mountain gun,210053,7746,176,92,72,20,83,7,10,Start
4364,"Belmore, Ohio",129754,7918,144,84,68,16,72,17,7,Start
4365,"North Troy, Vermont",137380,7917,131,64,52,12,55,12,6,Start
4366,"Monona County, Iowa",95968,7942,165,112,106,6,98,2,14,Start
4367,"River Forest, Illinois",111042,7923,415,250,151,99,217,29,14,Start
4368,"Hamilton, Montana",123587,7920,302,201,133,68,177,25,12,Start
4369,Barnabe Barnes,158010,7866,117,67,59,8,61,1,13,Start
4370,"Cove, Arkansas",107198,7924,93,52,48,4,42,4,11,Start
4371,"Annetta, Texas",136474,7917,103,66,61,5,59,2,7,Start
4372,Bloomfield College,295111,7625,269,138,112,26,112,44,10,Start
4373,"Sherwood, North Dakota",128691,7918,171,92,79,13,70,13,11,Start
4374,"Westmont, Pennsylvania",131713,7918,108,67,59,8,60,3,2,Start
4375,Demographics of Kuwait,16687,8159,590,317,157,160,272,71,18,Start
4376,"Wales, Massachusetts",116809,7921,143,94,83,11,86,10,13,Start
4377,Gideon Welles,288164,7633,497,244,186,58,204,28,29,Start
4378,"Brown County, South Dakota",91841,7946,224,131,106,25,113,2,7,Start
4379,"Silver Springs Shores, Florida",109395,7924,67,45,40,5,40,0,3,Start
4380,"Monroe County, Iowa",95967,7942,170,108,102,6,95,1,12,Start
4381,Power (social and political),147885,7895,1861,971,539,432,856,230,144,Start
4382,"Lamy, New Mexico",126022,7919,220,106,89,17,85,8,14,Start
4383,"Walterhill, Tennessee",135351,7917,64,45,41,4,40,4,8,Start
4384,"Ixonia (CDP), Wisconsin",260491,7665,54,40,38,2,37,1,5,Start
4385,Maohi,96465,7942,55,40,33,7,37,3,11,Start
4386,"Edwards Township, Michigan",118833,7921,55,36,35,1,32,2,8,Start
4387,Medill School of Journalism,303851,7613,596,318,193,125,266,27,39,Start
4388,Second Nephi,36461,8190,331,136,103,33,113,16,18,Start
4389,"Highfill, Arkansas",106843,7924,125,72,66,6,60,2,9,Start
4390,"Union Grove, Alabama",104903,7927,150,86,72,14,77,2,6,Start
4391,"Morrill, Nebraska",124203,7920,108,60,57,3,48,1,9,Start
4392,"Bolivar Peninsula, Texas",135918,7917,275,136,111,25,117,4,12,Start
4393,Mikey Welsh,203081,7762,476,287,180,107,253,40,23,Start
4394,"Shippingport, Pennsylvania",131293,7918,125,72,66,6,62,4,4,Start
4395,One Foot in Heaven,77605,7974,126,77,62,15,68,3,10,Start
4396,"Jackson Township, Lycoming County, Pennsylvania",133128,7917,97,52,52,0,49,2,7,Start
4397,Ground stone,147190,7897,121,67,52,15,57,4,10,Start
4398,"Martinsville, Ohio",129032,7918,114,64,59,5,48,6,7,Start
4399,"Dewar, Oklahoma",130464,7918,87,52,49,3,44,0,9,Start
4400,"Chester, Connecticut",108771,7924,264,148,114,34,125,17,9,Start
4401,Littleport,151238,7887,343,160,119,41,133,17,20,Start
4402,"Victor François de Broglie, 2nd Duke of Broglie",169114,7835,117,91,84,7,86,2,21,Start
4403,Campagnolo,242651,7690,504,271,121,150,224,10,16,Start
4404,"West Haven, Utah",137217,7917,125,80,68,12,70,5,7,Start
4405,"West Alexandria, Ohio",129751,7918,171,96,75,21,83,16,6,Start
4406,Aioli,60379,8030,768,478,236,242,427,119,74,Start
4407,"Branchdale, Pennsylvania",133635,7917,59,36,35,1,32,0,7,Start
4408,"Newcastle, Washington",138020,7916,437,231,153,78,192,20,13,Start
4409,"Franklinville, North Carolina",128147,7919,83,55,54,1,48,1,8,Start
4410,Geography of Nicaragua,21364,8435,267,186,111,75,169,52,12,Start
4411,Purple Rain (film),226331,7717,974,632,316,316,570,97,22,Start
4412,Diagnosis-related group,195972,7777,302,163,98,65,145,19,22,Start
4413,Scout rifle,77603,7974,515,213,126,87,185,27,34,Start
4414,Warrior Soul,191136,7788,424,218,119,99,179,13,13,Start
4415,Florence of Worcester,146626,7898,84,54,46,8,46,4,13,Start
4416,"Willow Valley Township, St. Louis County, Minnesota",121799,7920,46,34,32,2,31,0,7,Start
4417,Universal Disk Format,49627,8106,765,448,222,226,396,41,128,Start
4418,"Mountain View, Hawaii",110483,7923,96,64,60,4,56,3,7,Start
4419,"Port Hadlock-Irondale, Washington",137971,7916,94,71,63,8,68,4,4,Start
4420,River kingfisher,209135,7748,202,98,85,13,90,4,8,Start
4421,"Worland, Wyoming",140245,7916,243,145,112,33,124,24,15,Start
4422,"Newberry Township, Pennsylvania",134264,7917,69,49,41,8,44,1,9,Start
4423,"Turtle Creek Township, Todd County, Minnesota",121949,7920,54,33,33,0,30,0,7,Start
4424,"Los Cerrillos, New Mexico",126023,7919,124,80,76,4,70,3,15,Start
4425,"East Haddam, Connecticut",108776,7924,394,180,138,42,145,12,9,Start
4426,"Royalston, Massachusetts",116955,7921,224,139,96,43,119,19,6,Start
4427,Verne Winchell,152848,7882,83,51,40,11,47,1,7,Start
4428,Wang Pi,159796,7861,69,45,38,7,42,1,13,Start
4429,"Kingsland, Georgia",109919,7924,190,115,91,24,103,12,9,Start
4430,"Orange, Wisconsin",139213,7916,50,34,33,1,31,1,4,Start
4431,"Van Buren County, Tennessee",91680,7946,172,108,94,14,98,3,8,Start
4432,Michael Tiemann,294747,7626,92,68,62,6,63,1,15,Start
4433,"Mission Hills, Los Angeles",244712,7686,174,114,74,40,103,10,16,Start
4434,"Waverly, Tennessee",135248,7917,208,126,90,36,117,27,7,Start
4435,"Bridgeville, Pennsylvania",131086,7918,244,157,112,45,139,22,10,Start
4436,"Jeffersonville, Ohio",129191,7918,96,65,59,6,55,3,8,Start
4437,Afeni Shakur,279292,7642,1175,761,363,398,682,163,34,Start
4438,"Maquoketa, Iowa",113904,7921,769,336,183,153,271,102,32,Start
4439,Leiderdorp,121141,7920,182,119,90,29,111,10,7,Start
4440,Pi (letter),166728,7842,663,438,307,131,399,113,17,Start
4441,Charles-Denis Bourbaki,192986,7784,116,89,73,16,84,4,20,Start
4442,"Marple Township, Pennsylvania",132430,7918,187,106,81,25,90,4,16,Start
4443,Nils Brahe,202294,7763,72,53,48,5,50,1,11,Start
4444,Put option,207383,7752,574,375,191,184,337,66,63,Start
4445,"Colville, Washington",138275,7916,306,184,134,50,161,26,8,Start
4446,RV Polarstern,274584,7647,255,148,114,34,125,23,25,Start
4447,"Jarrettsville, Maryland",116450,7921,103,75,59,16,68,7,3,Start
4448,Bromley and Chislehurst (UK Parliament constituency),97632,7940,325,179,131,48,153,9,25,Start
4449,El Pollo Loco,307663,7608,611,362,199,163,320,60,25,Start
4450,"Sandpoint, Idaho",110637,7923,833,462,268,194,399,103,35,Start
4451,"Kendall, Lafayette County, Wisconsin",139262,7916,44,28,28,0,24,0,4,Start
4452,Louis François Antoine Arbogast,91156,7947,117,74,64,10,68,2,10,Start
4453,Erwin Chargaff,235517,7702,1115,623,290,333,540,243,35,Start
4454,"Springdale, Lexington County, South Carolina",134575,7917,66,47,46,1,43,1,6,Start
4455,"Houserville, Pennsylvania",131768,7918,58,43,43,0,41,8,3,Start
4456,ICCF Holland,176185,7821,39,34,28,6,33,0,6,Start
4457,"Cold Bay, Alaska",105202,7927,331,193,135,58,166,13,13,Start
4458,"Owen County, Indiana",96085,7942,174,119,105,14,111,4,14,Start
4459,"Huntingdon County, Pennsylvania",91954,7946,377,224,164,60,194,14,9,Start
4460,Gustavian era,217498,7732,202,103,83,20,93,3,27,Start
4461,Singular (software),243969,7688,98,66,48,18,56,3,9,Start
4462,Una aventura llamada Menudo,99984,7936,139,86,62,24,78,6,16,Start
4463,Pantyhose,191736,7787,1476,737,397,341,637,258,96,Start
4464,"Marathon, Florida",109497,7924,428,230,160,70,192,22,10,Start
4465,"Roseville, California",107854,7924,1570,790,401,389,674,186,83,Start
4466,Orchidometer,223988,7721,104,79,57,22,71,9,12,Start
4467,"Freedom, Oklahoma",130668,7918,124,64,61,3,56,2,17,Start
4468,"Washakie County, Wyoming",90890,7947,154,101,94,7,89,1,9,Start
4469,"Kalkaska Township, Michigan",117822,7921,55,39,38,1,35,2,5,Start
4470,"McGregor, Minnesota",119335,7921,125,83,72,11,74,6,9,Start
4471,John Leyden,231391,7708,108,77,69,8,72,4,8,Start
4472,"Harrold, South Dakota",134886,7917,88,60,59,1,54,2,5,Start
4473,"Nimmons, Arkansas",106894,7924,90,56,52,4,48,6,11,Start
4474,"Manston Township, Wilkin County, Minnesota",122104,7920,41,29,29,0,26,0,7,Start
4475,"Milford, Missouri",122514,7920,78,47,45,2,39,2,8,Start
4476,"Star City, Arkansas",107093,7924,190,111,87,24,95,14,15,Start
4477,"Lavallette, New Jersey",125619,7919,255,117,84,33,104,15,12,Start
4478,"Lake Township, Missaukee County, Michigan",118170,7921,57,34,34,0,29,0,5,Start
4479,"Angel Fire, New Mexico",125856,7919,194,125,100,25,111,9,11,Start
4480,Maramureș County,269338,7653,549,261,188,73,221,28,25,Start
4481,"Miner, Missouri",150757,7887,96,59,52,7,48,1,13,Start
4482,Artie Matthews,212983,7740,59,41,37,4,37,2,28,Start
4483,Fisk University,189946,7790,978,450,314,136,367,73,41,Start
4484,Andrew Yao,299560,7619,275,185,158,27,167,3,20,Start
4485,"Dimock Township, Susquehanna County, Pennsylvania",133851,7917,103,65,59,6,56,8,9,Start
4486,"Bradfordsville, Kentucky",115331,7921,103,63,59,4,54,3,9,Start
4487,"Grand County, Utah",71059,7990,267,179,145,34,158,13,11,Start
4488,USS Amsterdam (CL-101),207487,7751,116,60,54,6,57,17,11,Start
4489,"Finney County, Kansas",95723,7942,292,134,115,19,110,25,23,Start
4490,James Scott (composer),187858,7794,200,117,86,31,101,9,12,Start
4491,Metin Kaçan,37105,8171,128,76,61,15,67,3,10,Start
4492,"Roosevelt Township, Crow Wing County, Minnesota",119879,7921,43,34,34,0,32,0,6,Start
4493,Penn & Teller,286917,7635,1793,1135,590,546,1027,150,167,Start
4494,Herse,78405,7972,120,84,70,14,80,6,17,Start
4495,"Mojave, California",107548,7924,278,167,118,49,146,18,14,Start
4496,"South Mahoning Township, Pennsylvania",132746,7917,65,50,47,3,47,2,9,Start
4497,Robert M. La Follette Jr.,308285,7607,371,232,171,61,204,21,29,Start
4498,Randy Barnett,296095,7624,508,226,155,71,189,12,56,Start
4499,"Bruce Township, Macomb County, Michigan",118004,7921,67,48,43,5,44,0,10,Start
4500,Sizar,217643,7732,103,74,61,13,68,5,6,Start
4501,Tongan narrative,95790,7942,58,37,25,12,34,6,8,Start
4502,"Larimer Township, Pennsylvania",133798,7917,69,38,37,1,33,0,9,Start
4503,"Springhill Township, Greene County, Pennsylvania",132641,7918,58,40,39,1,35,0,7,Start
4504,"Eau Pleine, Portage County, Wisconsin",139572,7916,57,35,35,0,31,0,6,Start
4505,"McMillan, Wisconsin",139360,7916,59,38,37,1,34,1,5,Start
4506,"Emmett Township, St. Clair County, Michigan",119114,7921,53,33,32,1,29,2,7,Start
4507,Possessed (1947 film),183769,7803,197,128,103,25,117,2,11,Start
4508,"Newville, Alabama",104733,7927,135,76,68,8,67,1,11,Start
4509,"Elmwood Township, Tuscola County, Michigan",119169,7921,63,38,37,1,33,0,9,Start
4510,"Brooklyn Heights, Ohio",129080,7918,160,102,81,21,89,8,10,Start
4511,Velomobile,196376,7776,655,325,198,127,272,25,55,Start
4512,"Rib Mountain, Wisconsin",260544,7666,110,72,60,12,65,4,14,Start
4513,"King Cove, Alaska",105204,7927,195,118,98,20,102,13,7,Start
4514,Undergraduate education,217289,7733,938,566,278,288,519,106,73,Start
4515,"Pineland, Florida",109346,7924,83,65,60,5,62,3,3,Start
4516,Syncretism,29612,8292,1339,818,490,328,736,116,135,Start
4517,Kazakhs,211628,7743,3715,1580,775,805,1281,551,253,Start
4518,Godolphin Arabian,161772,7855,410,169,124,45,147,20,28,Start
4519,Irreducible element,60693,8028,122,60,44,16,53,6,9,Start
4520,Jules Richard (mathematician),97807,7940,152,97,58,39,89,36,35,Start
4521,Gustav Metzger,235679,7702,213,128,105,23,109,8,20,Start
4522,"Agua Dulce, El Paso County, Texas",135818,7917,88,65,56,9,61,2,5,Start
4523,"Pindall, Arkansas",107249,7924,97,54,50,4,46,2,8,Start
4524,Beveren,155164,7875,137,101,87,14,92,3,5,Start
4525,"Stowe Prairie Township, Todd County, Minnesota",121948,7920,46,33,33,0,30,0,7,Start
4526,Propositional function,229146,7712,50,32,25,7,26,7,16,Start
4527,"O'Brien County, Iowa",95965,7942,197,120,108,12,103,5,13,Start
4528,Chamomile,166716,7842,1024,542,311,231,472,141,87,Start
4529,Patients' rights,177101,7819,214,138,91,47,121,20,20,Start
4530,Victory or death,253627,7672,131,97,52,45,90,12,13,Start
4531,"Urania, Louisiana",115633,7921,91,61,54,7,55,5,4,Start
4532,"Gibsonia, Florida",109707,7924,65,42,42,0,37,2,3,Start
4533,"Jennings, Kansas",114516,7921,144,74,67,7,62,5,10,Start
4534,Haringvliet,205795,7756,65,51,48,3,48,4,5,Start
4535,"Tome-Adelino, New Mexico",126077,7919,66,44,39,5,39,0,6,Start
4536,"Dickinson, Texas",135920,7917,373,205,130,75,176,34,13,Start
4537,"Cherry Grove, Washington",137859,7916,61,51,50,1,50,0,5,Start
4538,"Luray, South Carolina",134522,7917,65,46,44,2,43,0,4,Start
4539,"Morrison, Tennessee",135404,7917,76,50,49,1,46,4,9,Start
4540,"Fennimore, Wisconsin",260441,7665,184,91,68,23,76,34,6,Start
4541,Matthias Jakob Schleiden,50678,8097,1557,805,325,480,673,458,37,Start
4542,"Wishram, Washington",138076,7916,145,83,75,8,74,9,5,Start
4543,"Westford, Dodge County, Wisconsin",138953,7916,43,28,28,0,25,1,5,Start
4544,Presbyterian Church in the United States,296560,7623,170,94,69,25,84,7,7,Start
4545,"Fort Gaines, Georgia",109967,7924,146,87,80,7,75,6,8,Start
4546,"Alma, Jackson County, Wisconsin",144542,7905,51,33,32,1,30,0,5,Start
4547,Haruspex,249909,7679,358,232,149,83,214,19,46,Start
4548,Pilani,220130,7728,692,373,175,198,320,64,7,Start
4549,Gary LaFree,213839,7739,46,38,33,5,35,1,9,Start
4550,Lunner,178056,7817,159,90,74,16,79,7,7,Stub
4551,"Bancroft, Kentucky",115175,7921,109,64,59,5,56,3,8,Stub
4552,Fur Patrol,272046,7650,129,67,48,19,61,3,12,Stub
4553,Goal line (gridiron football),10664,8159,52,40,34,6,37,1,11,Stub
4554,Flen Municipality,132222,7918,89,50,47,3,44,0,3,Stub
4555,Franekeradeel,118486,7921,110,77,68,9,72,3,7,Stub
4556,Philip W. Cook,183500,7804,40,34,32,2,34,0,7,Stub
4557,Cluny,7755,8200,211,146,116,30,129,11,10,Stub
4558,Dunlop Standard Aerospace Group,80511,7968,54,30,24,6,25,1,3,Stub
4559,Slush fund,59150,8086,253,192,104,88,181,26,26,Stub
4560,Annihilate This Week,148377,7893,92,63,48,15,57,2,8,Stub
4561,COBUILD,253636,7672,67,43,32,11,39,0,6,Stub
4562,Norman Panama,179577,7813,93,63,57,6,60,1,6,Stub
4563,Grand Wizzard Theodore,210489,7746,217,169,111,58,159,15,23,Stub
4564,Gusto (album),188510,7793,67,54,38,16,53,7,6,Stub
4565,Seisonidae,219110,7729,55,44,39,5,42,0,2,Stub
4566,George A. Rothrock,194264,7781,54,22,22,0,20,0,7,Stub
4567,De Ronde Venen,118665,7921,95,67,60,7,59,0,5,Stub
4568,Calgary Outlaws (baseball),167388,7840,52,39,32,7,37,0,9,Stub
4569,Stere,305844,7611,112,76,55,21,65,3,25,Stub
4570,Stentor,81998,7964,216,151,99,52,138,40,19,Stub
4571,Ternary signal,41787,8158,36,30,26,4,28,0,3,Stub
4572,William McKinney,267641,7654,58,42,38,4,40,4,14,Stub
4573,Arthur M. Brazier,153089,7881,109,65,46,19,58,4,19,Stub
4574,Dallas Chaparrals,271870,7650,116,72,55,17,61,3,15,Stub
4575,Allah Peliharakan Sultan,251124,7677,218,160,107,53,146,17,7,Stub
4576,Haloragales,54286,8064,36,33,32,1,32,0,3,Stub
4577,Oleg Makarov (cosmonaut),241885,7691,145,103,91,12,95,6,14,Stub
4578,Ferwerderadiel,118485,7921,96,69,62,7,64,1,7,Stub
4579,Mark Drabenstott,158138,7866,28,23,22,1,22,0,6,Stub
4580,Screaming jelly babies,182301,7807,158,103,75,28,96,8,35,Stub
4581,Lac de Serre-Ponçon,268062,7654,85,65,55,10,61,1,7,Stub
4582,George Buchanan (politician),287879,7634,119,58,50,8,51,1,8,Stub
4583,Reliance Creek National Park,103466,7928,45,33,32,1,28,2,7,Stub
4584,Scheldt–Rhine Canal,206836,7753,74,41,35,6,38,1,6,Stub
4585,Patecatl,90320,7948,64,46,39,7,41,3,5,Stub
4586,Strong Motion,269879,7652,69,49,41,8,44,4,4,Stub
4587,"Ashton, Illinois",111507,7923,162,87,69,18,73,26,11,Stub
4588,"North Henderson, Illinois",111705,7923,71,42,42,0,35,0,5,Stub
4589,Wulfstan of Hedeby,33992,8230,99,66,62,4,61,3,33,Stub
4590,Reference noise,41639,8158,16,14,12,2,13,0,4,Stub
4591,Rafo Muñiz,171101,7831,104,68,46,22,62,1,6,Stub
4592,Gershom Carmichael,204987,7757,45,40,35,5,39,1,12,Stub
4593,Helmut Sturm,277592,7643,44,34,31,3,33,0,7,Stub
4594,Drop and insert,41069,8159,19,13,12,1,11,1,2,Stub
4595,Prop comedy,293684,7627,145,110,67,43,104,16,7,Stub
4596,Communications in Guam,12153,8456,58,47,36,11,45,3,7,Stub
4597,"Wahnena, Minnesota",150591,7887,42,32,32,0,31,1,5,Stub
4598,Houthulst,154354,7877,90,70,66,4,65,0,3,Stub
4599,Ionospheric sounding,41290,8159,26,25,22,3,25,0,5,Stub
4600,Vinderup Municipality,146517,7899,39,34,29,5,34,1,7,Stub
4601,Mar'rallang,95238,7943,22,20,20,0,19,0,3,Stub
4602,Wijdemeren,120197,7921,98,71,61,10,66,0,6,Stub
4603,Motley,84812,7959,166,115,71,44,105,27,7,Stub
4604,394,35637,8284,417,247,136,111,219,86,15,Stub
4605,Gramm–Latta Budget,55784,8054,26,22,15,7,22,0,5,Stub
4606,"James Tuchet, 6th Earl of Castlehaven",299232,7619,32,28,27,1,28,0,7,Stub
4607,Sean O'Hagan,185869,7798,144,83,63,20,72,7,7,Stub
4608,Charles Auguste Désiré Filon,200298,7768,40,30,28,2,28,1,11,Stub
4609,"Petting, Bavaria",242261,7691,70,53,47,6,49,3,6,Stub
4610,Tikokura,96547,7942,24,20,19,1,18,0,5,Stub
4611,Ramnefjellsfossen,261981,7663,73,49,35,14,45,3,11,Stub
4612,Civil Justice Fairness Act,215259,7736,24,16,16,0,14,0,2,Stub
4613,Phase perturbation,41550,8158,15,14,11,3,14,1,2,Stub
4614,Wall Doxey,222909,7723,113,77,65,12,68,0,17,Stub
4615,Tukoio,96449,7942,24,14,14,0,12,0,8,Stub
4616,Water extraction,235907,7701,88,64,47,17,58,14,16,Stub
4617,Naberius,262656,7662,121,81,49,32,71,6,3,Stub
4618,MaxValu,304309,7613,52,40,34,6,36,2,9,Stub
4619,"John Tuchet, 8th Earl of Castlehaven",299235,7619,35,26,26,0,23,0,9,Stub
4620,Strijen,121193,7920,108,81,72,9,75,4,5,Stub
4621,Shelton Brooks,196933,7775,158,96,80,16,84,10,13,Stub
4622,When My Baby Smiles at Me (song),154679,7876,66,56,50,6,54,1,14,Stub
4623,Sint-Laureins,154935,7875,91,64,57,7,57,0,3,Stub
4624,Sodium cocoate,305119,7612,34,27,17,10,26,3,4,Stub
4625,Brindabella National Park,100994,7934,73,44,41,3,35,3,14,Stub
4626,Sieg (river),191394,7787,100,74,65,9,68,2,19,Stub
4627,Årslev,144319,7906,80,55,41,14,51,0,4,Stub
4628,United Kingdom in the Eurovision Song Contest 1968,297191,7622,71,48,41,7,45,2,8,Stub
4629,Pink Squirrel,174888,7823,102,75,40,35,70,3,19,Stub
4630,Marum,117514,7921,98,72,68,4,64,0,7,Stub
4631,Taranga (Māori mythology),96456,7942,28,18,17,1,17,0,4,Stub
4632,Mamaragan,95234,7943,69,49,38,11,44,5,7,Stub
4633,Small RNA,196498,7776,76,32,28,4,25,0,5,Stub
4634,Sittard-Geleen,118549,7921,187,105,83,22,87,4,11,Stub
4635,Ann Trindade,155438,7874,40,35,33,2,34,0,13,Stub
4636,FTZ 1 TR 6,35221,8294,24,19,15,4,18,2,3,Stub
4637,Joseph Wolstenholme,98915,7938,74,59,52,7,56,0,6,Stub
4638,Havelange,175666,7822,75,57,48,9,51,3,3,Stub
4639,Date-time group,41000,8159,101,79,50,29,76,3,11,Stub
4640,Timeline of Albanian history,292892,7628,190,110,78,32,98,17,10,Stub
4641,Arthur J. Stone,2729,8159,48,43,35,8,43,2,8,Stub
4642,Erft,230528,7710,72,49,47,2,45,0,6,Stub
4643,Amiga Enhanced Chip Set,10359,8159,101,82,61,21,77,4,13,Stub
4644,The Black Obelisk,308632,7607,73,53,40,13,47,2,3,Stub
4645,Terminal equipment,41786,8158,31,29,23,6,29,0,5,Stub
4646,Love and Kisses (film),164517,7847,46,34,30,4,31,0,6,Stub
4647,Fusa,178113,7817,137,84,74,10,75,6,4,Stub
4648,Broad left,252324,7674,39,35,29,6,35,0,4,Stub
4649,Will Bradley,268246,7653,99,71,60,11,64,4,8,Stub
4650,Escurial,201535,7765,46,32,31,1,30,0,4,Stub
4651,Called-party camp-on,40833,8159,20,16,11,5,15,2,2,Stub
4652,Sliedrecht,121190,7920,92,71,61,10,67,1,7,Stub
4653,A-0 System,60383,8030,122,89,68,21,83,11,14,Stub
4654,Minuteflag,148374,7893,123,82,60,22,74,4,13,Stub
4655,"Seaton, Illinois",111707,7923,68,43,43,0,37,0,5,Stub
4656,Makoto Yamaguchi,246763,7684,40,37,31,6,37,0,5,Stub
4657,Richard E. Stearns,307507,7608,91,77,70,7,75,0,9,Stub
4658,Ginnungagap,12458,8350,227,157,107,50,143,13,16,Stub
4659,Clyde Coombs,187031,7796,58,47,41,6,45,1,9,Stub
4660,Mode partition noise,41374,8159,24,21,19,2,20,1,2,Stub
4661,Tracy D. Terrell,92015,7946,74,57,51,6,53,1,9,Stub
4662,Eight Gentlemen of Huainan,221155,7726,70,39,31,8,33,1,8,Stub
4663,"Kirkland, Illinois",111096,7923,121,77,61,16,68,13,8,Stub
4664,Dharā,100335,7935,72,52,36,16,48,14,10,Stub
4665,Horst von Möllendorff,185870,7798,38,30,29,1,29,0,15,Stub
4666,The Beginning (Jandek album),187563,7795,58,40,38,2,36,8,5,Stub
4667,Vleteren,154433,7877,60,46,44,2,43,1,3,Stub
4668,"North Clearwater, Minnesota",150593,7887,36,27,26,1,25,1,3,Stub
4669,Negrita Jayde,298896,7620,117,85,48,37,79,7,17,Stub
4670,Fiona Loewi,303849,7613,48,33,29,4,29,0,6,Stub
4671,Munkfors Municipality,132272,7918,67,45,43,2,40,0,3,Stub
4672,Hoover–Minthorn House,192379,7785,68,38,34,4,31,2,9,Stub
4673,"Perry, Illinois",111805,7923,66,43,42,1,38,0,5,Stub
4674,1967 Governor General's Awards,303997,7613,19,14,13,1,13,0,3,Stub
4675,DATR,42553,8154,32,25,21,4,22,1,4,Stub
