,title,page_id,doc2vec,quality
5076,Mode volume,41376,"[-6.8059087e-01 -3.5950369e-01 -1.8179922e-01 -3.9392740e-02
 -1.7528822e-01  3.3035976e-01  1.6907470e-01  2.1142946e-01
 -4.0283930e-01  1.5499032e-01 -1.3100290e-01  2.7140316e-01
  3.3513073e-02 -2.8882328e-01  6.5013684e-02 -2.1770319e-01
  1.8894504e-01  2.0253892e-01 -3.7979003e-02 -4.5594070e-02
 -4.6806806e-01  2.2739066e-01 -1.6894965e-01 -9.9487819e-02
  7.2123259e-02  1.8302679e-01 -2.3619238e-01 -3.1819132e-01
 -3.0201304e-01 -2.9597723e-01  3.2352370e-01  6.2785104e-02
 -3.3736162e-04 -6.9711834e-02  1.0697185e-01  2.3183428e-01
 -3.4898350e-01 -3.4405684e-01  3.5801277e-02 -1.5577574e-02
  1.7547442e-02  9.3932554e-02 -3.2037345e-01 -3.6466694e-01
 -2.5890859e-02  1.6891809e-01 -6.8784125e-02  9.7968243e-02
  5.6726366e-02 -4.8007545e-01]",0
5077,2002 Oregon Ballot Measure 27,256361,"[-1.2182065  -0.39704242 -1.0675107   0.22450328 -0.31012675  0.31121355
  0.18059227  0.16293225 -0.6707643   1.1247709  -0.57838243  0.29733545
  0.04687161 -0.90255654 -0.17488717 -0.71838623 -0.14931853  0.7145951
 -0.43256345 -0.55131525 -0.5551968   0.04530756 -0.2094198   0.15846214
  0.0407      0.09661819  0.00987889 -0.48722422 -0.54575413 -0.47186545
  0.31314006 -0.08691528 -0.21187781 -0.12806328 -0.21332961  0.9844477
 -0.7361888  -0.630168   -0.4072961   0.0606242   0.4741933   0.06058266
  0.28445166 -0.03730498 -0.5900194   0.60393393  0.3291061   0.06536891
 -0.36925995  0.12228716]",0
5078,Quantel Paintbox,287087,"[-3.2187276  -2.1675575  -1.1292473   1.4381846  -1.1074911   2.3885753
  1.5519404  -0.23706067  0.12321018  0.43676108  0.7858079   1.0707705
  0.6054739  -1.5596277  -0.13585016  0.65095645  0.04844717 -0.09395488
 -1.554349    0.47843638 -0.97872436 -0.31185427  0.63291     2.5703156
 -1.3932266   2.6600964  -1.065783   -0.09926564  0.17397763 -2.4024074
  0.5234384  -2.152633    0.96554756  0.7792437   0.7159106  -0.42923567
 -1.1923157   1.0852832  -0.59558076  2.056017    0.96963096 -0.550794
  1.5797352  -1.2817144  -1.7091107   0.83030385 -1.283683    1.6814471
 -0.7204417  -4.8134956 ]",0
5079,Midtre Gauldal,178460,"[-2.1628127   0.78930116 -1.9897217   0.3634143   0.48469633  1.2094758
  1.5770261  -0.3089737  -0.9382256   0.22626543 -0.37746254  1.2387035
 -0.98458785 -0.11801206  0.16041496 -0.43412158 -0.06025444  0.589885
  0.32469872 -0.2138613  -2.3016758   1.1156508   0.10505925  0.1892412
  1.3244236  -0.28363568 -1.4025416  -0.77824336 -1.0675108  -1.1221825
  1.2550739   0.22627419 -2.0764112  -1.4701134  -0.5229866   0.9054112
 -2.044958   -2.2236807   1.5208126   0.56871325 -1.5418535  -1.7942874
 -1.1848202  -1.5320271  -0.24718736  0.5953016  -0.74831885  1.3006697
  0.5642873  -1.3852547 ]",0
5080,Ahlab,68619,"[-0.22969238  0.00588357 -0.18573144 -0.02823222 -0.07215597  0.16157687
  0.03918627  0.07605263 -0.21789518  0.18677361 -0.09116498  0.213919
  0.05646598 -0.1880795   0.13832113 -0.12889636 -0.07451585  0.17595603
  0.06503587  0.01598304 -0.23793869  0.10119612 -0.08150689 -0.10074296
 -0.03789622 -0.06872503 -0.2053061  -0.16400658 -0.12408251 -0.09540051
  0.15053643 -0.01352045 -0.06969509 -0.10824806  0.03292224  0.38498443
 -0.16494994 -0.22871947  0.1286009   0.25065652 -0.33162338 -0.1255469
 -0.14493628 -0.22832832 -0.08372793  0.0622514  -0.15711497  0.14275986
  0.12796228 -0.15718015]",0
5081,James Blount (English soldier),248483,"[-0.7005118  -0.2531861  -0.42428985 -0.19234714  0.16526297  0.4601951
 -0.07200734  0.65766954 -0.40920562  0.3329316   0.02097627  0.5115524
 -0.04138838 -0.02151728  0.44485158 -0.36139455 -0.01875646  0.48928282
 -0.05275448 -0.01153212 -0.7958475   0.34112427 -0.45205978 -0.18948533
 -0.10765032  0.45824704 -0.67022884 -1.1271335  -0.11488491 -0.13788627
  0.3029108   0.0586693  -0.35572165 -0.11591575  0.15615568  0.84703755
 -0.521671   -0.4759753   0.40655088  0.21380068 -0.9040227   0.15360796
 -0.28527206 -0.7549507  -0.18827988  0.8850204  -0.19767979  0.31830496
  0.26154414 -0.8126623 ]",0
5082,Andrea Andreani,1754,"[-0.8600472  -0.30954474 -1.1664345   0.06510887  0.28414395  0.77364975
  0.22013368  0.2939239  -0.04302994  1.1535554  -1.0827641   0.5980595
  0.6395009  -0.6869743   0.58535373 -0.24996607  0.5546263   0.51830035
  0.435147   -0.2543777  -0.79554665  0.18975855 -0.2274768  -0.28874186
 -0.8685831   0.49465555 -1.0263739  -0.18615384 -0.80007654 -0.11699405
  0.78299814  0.2635742  -0.35355836 -0.06727283  0.3800505   1.1894242
 -0.30441445 -0.6092629   0.4168159   0.72782505 -0.13831481  0.2480564
 -0.33925405 -0.8534397  -0.5765622   0.6336223   0.25989643  0.5430941
  0.3072519  -0.5311493 ]",0
5083,Love in a Cold Climate,180441,"[-1.45837    -4.1610084  -1.2669289  -1.8521402   1.282913    1.3464583
 -0.06943958  0.5638803  -1.0885801   2.0151932  -0.01480405  1.6866308
  2.304393    0.18757541 -0.3493247  -1.6393862  -0.15045305  0.4625989
  2.4645889  -1.1233385  -0.52780527  2.443845   -1.8908755  -2.4808097
 -1.1742343   0.6584161  -0.98786455 -2.0656714  -2.337311    1.690992
  0.42269874 -1.3452116  -0.4799724   1.126763    0.00986819  1.8747845
  3.6197438  -0.5200678   0.08456906 -0.54105556 -4.067262    0.27627093
 -2.9219396  -1.6935978   0.5842509   1.9759334   0.45634705 -1.9526985
  2.0230286  -3.2962782 ]",0
5084,"Leaf River, Illinois",111756,"[-1.2303141  -0.27176827 -0.8956305   0.01186734 -0.07547539  0.50156623
  0.05194404  0.05777301 -0.5559931   0.6785814  -0.17792496  0.34299284
  0.10263795 -0.37043414  0.27535546 -0.32305792  0.20840625  0.24728219
  0.01094472 -0.16496079 -0.6198015   0.3528167  -0.10609301  0.22478876
  0.13652693  0.14129968 -0.62246144 -0.3502402  -0.3436331  -0.48319945
  0.33052048  0.40701696 -0.19137949  0.04735982 -0.23157106  0.59327626
 -0.6153271  -0.48870468  0.08352965  0.08432756 -0.40465558 -0.00150586
 -0.13169101 -0.46696308 -0.03585646  0.19175856  0.10950487  0.13360761
  0.22193007 -0.3739013 ]",0
5085,Brovst,145726,"[-1.2711521   0.2904548  -0.49465907  0.22696096 -0.07197897  0.541563
  0.2756865   0.3521873  -0.7682126   0.4226622  -0.3399901   0.5163183
  0.10515431 -0.215718    0.05285223 -0.37539548  0.44151133  0.42353076
  0.16202927 -0.29485357 -0.9377687   0.5103803  -0.01848842  0.07876768
  0.2998617  -0.23670709 -0.7701672  -0.53000695 -0.16530056 -0.26663002
  0.452136   -0.36423844 -0.65731585 -0.37339127 -0.02380257  0.5636179
 -0.50285625 -0.5825415   0.13589272  0.36729398 -0.59224635 -0.49657097
 -0.6018913  -0.87023866 -0.11892813  0.35574636 -0.07586239  0.98659873
  0.07620169 -0.8572879 ]",0
5086,Polymnestus,83732,"[-0.283426   -0.06517885 -0.16488957 -0.03326353 -0.06823145  0.13321492
  0.06322995  0.09598352 -0.1428262   0.17922737 -0.04123449  0.10244228
  0.07787312 -0.16412467  0.05461919 -0.0536136   0.04860028  0.0882761
  0.03163858 -0.06384552 -0.1864578  -0.0137972  -0.05416477 -0.0009481
 -0.04918936  0.03998611 -0.21096101 -0.18583241 -0.05478942 -0.08056992
  0.06741139 -0.03359909 -0.07820993  0.00128586  0.01849405  0.19677387
 -0.08664695 -0.15139674 -0.0161744   0.09082082 -0.08473085  0.07122771
 -0.11011482 -0.1811774  -0.13478138  0.10630126 -0.00558663  0.11013201
  0.08403972 -0.13335803]",0
5087,Thyborøn-Harboøre Municipality,146512,"[-0.939929    0.04765    -0.76152295  0.13403884  0.22074288  0.47386685
  0.5222888   0.42245176 -0.3071244  -0.08770695 -0.15671358  0.72782993
  0.03661764 -0.2404424   0.16757166 -1.1100669   0.06561887  0.48499104
  0.24633388 -0.0103239  -0.7178336   0.16073379  0.12758341 -0.35213253
  0.0365201   0.0290779  -0.5209033  -0.6921717  -0.27916145 -0.70893663
  0.20735633  0.03271575 -0.43212414 -0.59386325 -0.39695662  0.77458155
 -0.62171674 -1.1432528   0.43708655  0.4959806  -0.8467035  -0.33833128
 -0.3617938  -0.74859554  0.12649344  0.03188245 -0.13464788  0.5231237
 -0.06442086 -0.7961017 ]",0
5088,Abd Al-Rahman Al-Gillani,215399,"[-1.5989461   0.5793046  -1.0846679   1.2637794  -0.9030547   0.6966305
  0.6571912   1.165791    0.12269495  1.086142   -0.61726606  1.4274019
  0.40703136 -0.54514205  0.14692464  0.5900253   0.4532812  -0.02972351
  0.78878695  0.23457213 -1.4428241   0.72957355 -0.251199   -0.55390346
  0.0732917   0.35407478 -0.5097241   0.03745274  0.07680193  0.20979775
  0.7793704   0.043619   -0.79113567 -0.08264825 -0.14028464  1.448648
 -0.65687025 -0.6454344  -1.2874548  -0.1149077  -0.48239875 -0.18672548
 -1.1809647  -0.6613608  -0.97741336  0.5049089  -0.8011108   0.8193786
  0.697613    0.20856532]",0
5089,Melankomas,158260,"[-0.6842721  -0.07285529 -0.22574653  0.2070597   0.05841088  0.5904363
 -0.15514693  0.8204596  -0.64292705  1.5102441  -0.86333674  1.1116061
  0.92075413 -0.54452264  0.7063753   0.28047812  0.4676809   0.34263533
 -0.68684775  0.02848502 -0.9173761   0.548151   -0.30396387 -0.27525738
 -0.11412481 -0.0684473  -1.312297   -0.14881971 -0.44153658 -0.21435916
  0.4066622   0.49995267 -1.4052522   0.4742094   0.46476766  0.65678656
 -0.2632763  -0.4734194   0.02202724  0.79138404  0.42105025  0.5197377
 -0.5460714  -0.7598093  -0.4095541   0.44252494 -0.3214133   0.66289425
  0.50212294 -0.00689109]",0
5090,Zhaojun Tomb,261882,"[-1.1758950e+00  1.3163427e-01 -8.0711412e-01  6.2913811e-01
  5.5419075e-01  7.2819608e-01  5.1893085e-01  4.0919992e-01
 -3.8933879e-01  3.6077842e-01  1.1738283e-01  6.5917635e-01
  2.0992638e-01 -4.5932215e-01  4.8355278e-01 -9.1319211e-02
  2.9839429e-01 -1.3879829e-02  7.3067725e-02 -3.3809003e-01
 -4.3774348e-01  7.9334021e-01 -3.7415272e-01 -1.9324273e-01
 -6.0179311e-01 -1.8312187e-01 -1.0572375e+00 -5.2229059e-01
 -3.0703613e-01 -2.4643686e-01  2.8851623e-02  2.7991927e-01
 -3.8495418e-01  9.5334537e-02 -2.9747227e-01 -3.9592941e-04
 -8.1377131e-01 -8.8798410e-01 -4.4402236e-01  9.7232068e-01
 -6.8890113e-01 -1.1494922e-01 -4.2260233e-01 -4.6312392e-01
 -8.2065654e-01 -1.1605727e-01 -2.6645711e-01  3.2009083e-01
  1.6933607e-01  7.2858918e-01]",0
5091,Højer,146820,"[-1.263383    0.07179289 -0.5641821   0.15188298 -0.14812143  0.26317984
  0.10139029  0.25961494 -0.37364063  0.29883417 -0.10522506  0.3572248
  0.16941427 -0.19622745 -0.01646232 -0.53953564  0.35558578  0.40507802
  0.34719378 -0.24418126 -0.82090116  0.2500716  -0.02407299 -0.20902878
  0.31223798 -0.01186179 -0.48406696 -0.6320667  -0.23399167 -0.24950674
  0.27867994  0.08313918 -0.570693   -0.39540195 -0.1318804   0.32007957
 -0.6452311  -0.8693872   0.22950277  0.1893638  -0.20971121 -0.37584865
 -0.16182968 -0.82602674 -0.13794944  0.51704097  0.00465134  0.36523825
  0.16463691 -0.43040198]",0
5092,"Rapids City, Illinois",111855,"[-0.8544316  -0.3064741  -0.42380974 -0.1416368  -0.31967735  0.5211754
  0.1192548   0.14297698 -0.22155738  0.5980288  -0.26573998  0.2874233
 -0.04105401 -0.3860435   0.04268803 -0.6186968   0.47068593  0.45523158
  0.10069311 -0.2076042  -0.4701582   0.10102603 -0.4008644   0.06318491
 -0.07752738  0.22862877 -0.49504614 -0.41916722 -0.11606191 -0.4590097
  0.04961664  0.15525804 -0.27654445  0.11874589 -0.20377952  0.6160528
 -0.3956855  -0.5168896   0.07757895  0.26675346 -0.08042725  0.04580262
 -0.44682768 -0.39914545 -0.24391334  0.35071263 -0.05029186  0.482203
  0.05983606 -0.2570823 ]",0
5093,"Atkinson and Gilmanton Academy Grant, New Hampshire",124570,"[-1.0038033  -0.536301   -1.2579858  -0.21566138  0.17197087  0.63805073
 -0.19491978 -0.06450864 -0.3190607   0.07388014 -0.01004524  0.8788096
  0.5166829  -0.48085254  0.33322713 -0.6453405  -0.31198967  0.8738836
  0.16431583 -0.21541774 -0.5439841  -0.13770106  0.00316676  0.53714365
 -0.5570082  -0.00492351 -0.6547586  -0.988674    0.20542659 -0.04559706
  0.15289979 -0.15134999 -0.49052435 -1.3865939  -0.17321892  1.1320945
 -0.88446474 -0.46412194  0.1259575   0.02796975 -0.70132685  0.03817953
 -0.43521082 -0.40763727 -0.7027776  -0.01853678 -0.16125186 -0.39298487
  0.2916736  -0.5051458 ]",0
5094,Nord Express,176131,"[-1.8648984  -0.9564986   0.15084675  0.5540874   0.86252093  0.67973477
  0.36350745 -0.7398956  -0.64114106  0.02608121 -0.85785383  2.062132
 -0.70694196 -0.8886362  -0.9264013  -0.24513462  0.433887    0.442031
  0.10089832 -0.91458046 -0.54266423  1.2277092  -1.9561839   2.2383857
 -0.68338645 -1.7722863  -1.3895038  -0.6376877  -1.2785366  -0.54890925
  0.47097665  0.4303813   0.98371035  0.27327272  1.1042231   1.4115809
  0.9686355  -0.90580237  0.10430626  0.27607366 -1.2053791   0.37917686
 -1.0785962  -1.9519323   0.39625198  1.0670632  -0.9054753   2.766028
  1.1842382  -1.3976402 ]",0
5095,Ansgar Elde,262262,"[-1.2388526  -0.09141558 -0.8656277   0.6963636  -0.00738468  1.4437424
 -0.10744018  0.24510737 -0.24731581  0.09232698 -0.13573214  0.29804027
  0.08540115 -0.58849627 -0.22146975  0.00826295  0.48979497  0.5854903
  0.12740238  0.0158643  -0.47053713  0.22126378  0.47001967 -0.13403529
 -0.03564994 -0.2358024  -1.1713494  -0.10393187 -0.81619763 -0.30265117
  0.48545036 -0.59001493  0.05231487 -0.3260325   0.43225703  0.83739364
 -0.22679205 -0.6475621   0.02930514  0.18792135 -0.5222444   0.20427497
 -0.6406153  -0.4628818  -0.91601926  0.16656917 -0.001813    1.331302
 -0.5275363  -0.7995951 ]",0
5096,"River Avon, Falkirk",152125,"[-0.19312087 -0.57972556 -1.7482911  -0.07561757  0.73590124  0.77016973
  0.4560885  -0.6179116  -0.85122395  0.8518463  -0.5044973   1.7630353
 -0.5542982   0.54669255  1.3122406  -1.4187622  -0.03099093  0.40652704
 -0.17394559 -0.59608775 -1.5243114   1.2779726  -0.9565879   0.7591522
  0.3903269   0.5272678  -0.19329959 -0.5772196  -0.3118725  -1.2906001
  0.40836754 -0.7939781   0.20826072 -0.76860285 -0.58583724  1.9695209
 -1.3124928  -1.0107933   1.7648652   1.4985594  -2.5998013  -0.8659015
  0.05219268 -1.6534225  -0.0275323  -0.7215362  -0.599634    0.44829547
  0.500792   -0.5224746 ]",0
5097,Albionbaatar,207780,"[-5.3355563e-01 -1.9136821e-01 -9.3404883e-01  2.0662370e-01
  2.5356579e-01  2.3582628e-01  5.2986169e-01  1.0907259e+00
 -6.8002865e-02  1.0574806e-01 -8.2439557e-03 -2.3638752e-01
  4.9729468e-03 -4.9705535e-01  8.6504333e-02 -1.6306549e-02
  2.9560758e-02  4.5799062e-01 -6.3318610e-02 -4.5834637e-01
 -7.1934134e-01  1.1081469e-01 -2.0657454e-01  9.8927408e-02
 -3.9119056e-01  2.2604007e-01 -7.4328506e-01 -1.6747837e-01
 -5.8937681e-01 -6.5880042e-01  4.7210777e-01 -4.7223522e-05
 -2.8413329e-01 -4.3441191e-01 -2.5950009e-01  2.6303193e-01
 -1.8744864e-01 -6.0340542e-01  3.3637387e-01  5.0032172e-02
 -5.4247808e-01 -2.0959119e-01 -5.4117042e-01 -6.8208891e-01
 -1.4074200e-01  3.8854533e-01  5.7490684e-02  2.4522747e-01
  1.3516024e-01 -3.0578667e-01]",0
5098,514 BC,81228,"[-0.6696445  -0.3859185  -0.5987938   0.32318774 -0.08023589  0.6536005
  0.18454888  0.5103617  -0.5080299   0.40755033 -0.18416284  0.40844867
  0.3077968  -0.6331274   0.47707674  0.08374471  0.98343974  0.5252804
 -0.09424171 -0.21389692 -0.6337249   0.43428296 -0.82459    -0.02651564
 -0.20267902 -0.21192099 -0.5716547  -0.55542797 -0.54520404 -0.21676226
  0.31563133  0.19313273 -0.72195923 -0.11191326 -0.13483542  0.5358139
 -0.6127876  -0.8436054  -0.2555204   0.6475554  -0.281853    0.3224303
 -0.19957802 -0.48402748 -0.34043726  0.08912878 -0.38201308  0.5843283
  0.5963474   0.20980608]",0
5099,Legion (software),311255,"[-1.0570613  -0.58980304 -0.37243497  0.40949082 -0.18537381  0.14904577
 -0.38369662  0.37867033 -0.419907    0.22614808 -0.08069091  0.4604792
  0.2777495  -0.6847551   0.40848473  0.27680635 -0.0224217   0.2019072
 -0.19087419 -0.09536147 -0.3685168   0.48837104 -0.42768958  0.08771824
  0.07690188  0.3263915  -0.69836533 -0.6120973  -0.06600527 -0.21420571
 -0.00171609 -0.09000447 -0.2155524  -0.08209791  0.14549497  0.29673702
 -0.5541509  -0.94487476  0.01752518  0.13346781  0.48821384 -0.03069314
 -0.12995955 -0.20421845 -0.05328917  0.1790418  -0.27850345  0.2893519
  0.19243778 -0.8091762 ]",0
5100,AOLserver,236374,"[-1.3200611  -0.75067306 -0.8521518   0.08860021 -0.18945879  0.5247545
  0.6326233   0.05886177 -0.297628    0.41926992 -0.06452013  0.15079524
  0.71735513 -0.88489383  0.5727777  -0.02213792 -0.13426183  0.3475687
 -0.47910008 -0.55577815 -0.63584894  0.5707139  -0.01840582  1.2104274
  0.17336197 -0.13226888 -0.5201786  -1.000383   -0.3854625  -0.90823925
  0.2003421  -0.3614554   0.09845875  0.533694   -0.40637496  0.5772691
 -1.1323438  -0.70189613 -0.34715712  0.19080582  0.19471599 -0.02324792
  0.02160953 -0.4056241  -0.500903   -0.19923759 -0.60499275  0.6731595
 -0.36899292 -1.6660118 ]",0
5101,Spencer Churches,145406,"[-1.0386274  -0.51938665 -0.9426346  -0.14930584 -0.4654144  -0.51163024
  0.03654473  0.60052156 -1.3436191   0.12159696 -0.25570205  0.5798613
 -0.5814502  -0.7899512   0.00996529 -0.58730716 -0.20355654  0.7086004
  0.26567757 -0.0222505  -0.52748257 -0.33720052 -0.88772714  0.2818574
 -0.6106356   0.4432121  -1.2291354  -0.25700873  0.23210196  0.05668535
  0.8991324   0.5129589  -0.2399952  -0.6842748   0.38592276  1.0227019
 -0.15827377 -0.7468421  -0.30575448 -0.23521006  0.00761671 -0.0638653
 -0.1716077   0.2806448  -0.9277589   0.5687399  -0.5562355   0.01414326
  0.07921509 -0.7986479 ]",0
5102,Coronaeus,78994,"[-0.2657862   0.03911835 -0.24167046 -0.08039287 -0.00159505  0.13163646
  0.04930277  0.17827432 -0.10438089  0.05504728 -0.14104521  0.12845619
  0.09476614 -0.12456588  0.06281191 -0.074503    0.01469376  0.08748939
 -0.01455329 -0.05286841 -0.17288864  0.03621061 -0.1062673  -0.07943282
 -0.09425563  0.01468352 -0.30505905 -0.1958801  -0.13089624 -0.05147067
  0.00520205 -0.04226154 -0.10187933 -0.01862033 -0.0965326   0.25548372
 -0.16652146 -0.10222139 -0.06373085  0.14247595 -0.28964996  0.08465581
 -0.14322698 -0.22811213  0.00223539  0.15679285 -0.03251971  0.15115944
  0.01878477 -0.09913848]",0
5103,Privy Council Office (United Kingdom),176383,"[-0.49274114 -0.14810924 -0.27274656  0.09394016  0.00635299  0.22216187
  0.08779421  0.24182546 -0.02084072  0.09777152  0.05452843  0.4885226
  0.05071757 -0.11014193  0.1369947  -0.0161487  -0.02246241  0.15995225
 -0.0406983  -0.13757254 -0.26997188  0.0929396  -0.07448915 -0.06884167
 -0.01671529  0.10800105 -0.26128978 -0.28812218 -0.3138594  -0.09396768
  0.04393191 -0.06722637 -0.0884244  -0.00201516 -0.03571382  0.31958878
 -0.27274904 -0.02610376  0.0085013  -0.02692144 -0.08727455 -0.04381967
 -0.15368457 -0.234445   -0.01186321  0.0449977   0.05011335  0.17952059
  0.04724481 -0.22937477]",0
5104,Century Dictionary,255558,"[-2.6808643  -2.2158263  -1.0255128   1.4682311  -1.1164527   0.5606772
 -0.5278853   0.9906206  -0.4988544   0.39337528 -0.67775786  0.9395686
 -0.22509426 -1.9018651  -0.2667723  -0.65323454  0.46262357  2.6236675
 -2.2449276  -0.8793425  -1.4637321   1.0771793  -0.03831197  0.691394
 -0.1455005   1.0233507  -1.0257981  -1.3456329  -1.623257   -1.934376
  2.8571787   0.06879213 -0.1584803  -0.569606    1.4586059  -0.10185837
  0.22599468 -1.2819079   1.5606844   2.1574392   0.36742333  1.7409832
  0.21219206 -0.9550457  -1.8171822   1.0630366  -0.8134201  -0.15046297
 -1.2272825  -1.531168  ]",0
5105,Aholi,93105,"[-0.8323074  -0.06055876 -0.79262537  0.08038181 -0.11878972  0.19148171
  0.21335976  0.13979584 -0.40736854  0.3049297   0.04259343  0.3666255
 -0.09610314 -0.47439256  0.02169463 -0.12547554  0.02796121  0.03824871
  0.1029509  -0.17385003 -0.23194888  0.16531032 -0.12648864 -0.10041062
 -0.39291373  0.09842566 -0.6860339  -0.40506735 -0.28478003 -0.31923828
  0.23178425  0.20649809 -0.33042514 -0.06153043 -0.20828892  0.7081127
 -0.29186118 -0.34773916 -0.02178892  0.14657927 -0.31034288 -0.01329204
 -0.43797085 -0.43223184 -0.2953788   0.18958676 -0.07429605  0.20925368
  0.03231722 -0.38468945]",0
5106,Bacteriostatic agent,153831,"[-0.5064559  -0.34365973 -0.4223299   0.13743389 -0.4867216   0.7592662
  0.34923005  0.5813486  -0.38080108  0.7772716  -0.6087116   0.04008288
  0.09458113 -0.35283437 -0.37384135 -0.04489505  0.3406212   0.22140309
  0.24196939 -0.9730596  -0.59309447 -0.05939418 -0.34914118  0.07492629
 -0.16495058  0.39778122 -0.5968262  -0.6889113  -1.3438774  -0.33519953
  0.4093941   0.33610088  0.06260265 -0.07099497  0.30550727  1.5067034
 -0.8040609  -1.149115   -0.2029583  -0.33956927 -0.18369587 -0.6508305
  0.11898462 -0.38645196  0.04503639  0.45946386 -0.06762907  0.22103205
  0.13324206 -0.70825523]",0
5107,Anacardium,69218,"[-0.06821021  0.2119661  -2.138071    0.7017698   0.31604618  1.1834531
  0.64418286  1.5996217  -0.3833202   0.99364924  0.00607159 -0.24508676
  1.0423161  -0.73743695 -0.11799597 -0.40815595  0.04685427  0.60241187
  1.0286098  -1.3128989  -0.6083214  -0.28747892 -0.31927148 -0.51457536
  0.85465556 -0.6782348  -0.95411956 -0.937486   -1.3764118  -1.4083837
  1.5695934  -0.9822696  -0.55715007  0.24255893 -0.2509953   0.87046987
 -0.7146456  -0.6855482   0.2831396   0.5887101  -0.7955693  -0.36859092
 -0.44800058 -0.9057815  -0.60356265  0.17955555 -0.63663393  0.57029593
 -0.521998   -0.80089474]",0
5108,Tibro Municipality,128742,"[-0.6875766   0.08161436 -0.5594023   0.2519986   0.3012642   0.34731847
  0.15286763  0.3166586  -0.52418673  0.2812113  -0.13540451  0.26478463
  0.02646051 -0.5590628   0.11742827 -0.17441946  0.20180933  0.47636393
  0.22413535 -0.1481046  -0.71372694  0.00989586  0.31599241 -0.14571716
  0.24855618 -0.16985078 -0.7465415  -0.20147662 -0.5332883  -0.24287811
  0.19106527  0.2134     -0.5917641  -0.19910568 -0.05130276  0.16127567
 -0.4943468  -0.27014503  0.16316801 -0.02388605 -0.4429439  -0.24033818
 -0.4135754  -0.7163039  -0.12844475  0.40058672  0.0706861   0.49461138
  0.12849517 -0.45175132]",0
5109,Oxytone,84332,"[-0.5452164  -0.13342763 -0.32936782  0.05379568 -0.16955847  0.11788617
  0.2418429   0.02668878 -0.1972875   0.35576525 -0.2106683   0.26910067
  0.22605884 -0.25042936  0.05431825 -0.179605    0.06037367  0.4188216
 -0.11667143 -0.2612482  -0.4693411   0.14413388 -0.16890581 -0.03422894
 -0.07363079  0.0398832  -0.5113279  -0.41367862 -0.21306756 -0.24315096
  0.23667125  0.02263602 -0.20161101 -0.01956014  0.12531625  0.4732021
 -0.12628983 -0.16830361  0.14157219 -0.02388985 -0.23591195  0.0322756
 -0.1964179  -0.36426935 -0.3143597   0.0300934   0.10600515  0.33786383
 -0.04238549 -0.12376062]",0
5110,Holmestrand,178267,"[-1.5068072  -0.5208055  -1.3972694   0.84361124  0.7149116   0.44060794
  0.35276258  0.15447639 -0.48154747  0.29480082  0.41270342  0.53960687
 -0.5228578  -0.23914786 -0.5645758  -0.6914002   0.01819393  0.96282494
  0.06349177 -0.29608455 -1.3369571   0.3683734   0.22774541 -0.08539651
  0.31289855  0.29854935 -0.7686601  -0.868192    0.3165829  -1.2451164
  0.28078258 -0.08470247 -0.6088424  -0.33708698 -0.5580025   0.9591131
 -0.83778775 -1.2437571   0.57517433  1.1560353  -0.7251139  -1.0597073
 -0.39054394 -1.4561925   0.15023428  0.09329525 -0.8304158   1.2241384
  0.53195554 -0.55623126]",0
5111,Broad Sound Islands National Park,103211,"[-0.61271566 -0.30654058 -0.3376883  -0.59082574  0.18297388  0.20252852
  0.23707649  0.4176978  -0.17135918  0.38412964  0.22184291  0.21001226
  0.37056047 -0.23313637 -0.09217145 -0.77551055 -0.01065445  0.5558245
  0.10369132 -0.14549641 -0.49517736  0.01625191 -0.09039151 -0.21477021
  0.003608    0.439867   -0.38457993 -0.6538897  -0.22765407 -0.7813787
  0.19236778  0.11763916 -0.63397497 -0.14119107 -0.3761746   0.22051713
 -0.499406   -0.6097154  -0.1722356   0.23703475 -0.55279946  0.10420145
 -0.14667194 -0.37509012 -0.01881073  0.44984743 -0.11989961 -0.0200571
  0.3341439  -0.43361637]",0
5112,Luxeuil-les-Bains,145284,"[-1.9560121e-01 -5.9911318e-02 -6.3268608e-01  2.3472482e-01
  2.9901865e-01  3.3505431e-01 -4.4744298e-01  2.0818698e-01
 -5.9946179e-01  5.0538409e-01 -1.0907586e-01  3.1630003e-01
  2.4920523e-01  2.9987292e-02 -7.5709969e-02  7.6962127e-03
  2.2837305e-01  2.1242140e-01  6.0446072e-01  4.2954484e-01
 -9.1837060e-01  5.4880518e-01 -3.1383154e-01 -1.3450718e-04
 -1.8393193e-01  3.4503955e-01 -4.1859818e-01 -6.5475389e-02
 -2.0210446e-01 -2.5043830e-01  2.4454430e-01  7.0849645e-01
 -4.8008746e-01 -2.8229406e-01 -4.4390466e-03  8.6378413e-01
 -3.2385340e-01 -6.0696411e-01  2.5307205e-01  4.4492719e-01
 -8.4563935e-01 -2.6902807e-01  1.8077211e-01 -9.1688621e-01
 -2.8844312e-01  6.0814035e-01 -8.6656606e-01  6.9133472e-01
 -1.6677280e-01 -4.5691350e-01]",0
